,LN_IC50
8385,1.936899
8386,6.060956
8387,0.222908
8388,5.437379
8389,5.943972
8390,2.6363
8391,-1.568237
8392,4.653063
8393,3.386137
8394,5.810503
8395,5.933891
8396,-0.095389
8397,4.98125
8398,3.522273
8399,6.116939
8400,3.725501
8401,6.185491
8402,-5.592426
8403,3.870212
8404,2.652387
8405,-1.676251
8406,3.793542
8407,4.886601
8408,3.021548
8409,0.242428
8410,6.297803
8411,1.223713
8412,1.67156
8413,4.115571
8414,1.900266
8415,2.2004635
8416,3.138269
8417,5.369723
8418,5.847261
8419,3.857315
8420,-1.641641
8421,-0.856925
8422,-1.721835
8423,2.980787
8424,3.907158
8425,2.069512
8426,4.090791
8427,3.989691
8428,5.131554
8429,6.001742
8430,4.33124
8431,4.481761
8432,6.182253
8433,4.422342
8434,5.673918
8435,1.402307
8436,7.322825
8437,1.859743
8438,2.131837
8439,5.04364
8440,4.009653
8441,2.99128
8442,1.439024
8443,5.639472
8444,4.180441
8445,2.421241
8446,1.287088
8447,6.262249
8448,1.368283
8449,1.888161
8450,3.125351
8451,1.539066
8452,3.335711
8453,2.508349
8454,2.541713
8455,1.952528
8456,1.952528
8457,6.203149
8458,5.291236
8459,1.808199
8460,3.012223
8461,5.6307
8462,5.69811
8463,3.669015
8464,-4.517083
8465,1.649887
8466,-0.20899
8467,7.168582
8468,2.474957
8469,6.240241
8470,4.74795
8471,5.75262
8472,4.686224
8473,5.631284
8474,6.304265
8475,-0.911973
8476,-5.505191
8477,2.287281
8478,-0.504176
8479,-2.080433
8480,-0.4943675
8481,4.203351
8482,3.80904
8483,3.773044
8484,0.215896
8485,5.396104
8486,6.247698
8487,4.589654
8488,6.817509
8489,1.593941
8490,3.200255
8491,4.686354
8492,4.346863
8493,0.395931
8494,4.571529
8495,5.447124
8496,4.395929
8497,3.18265
8498,4.577605
8499,4.179878
8500,4.491749
8501,4.400523
8502,2.601205
8503,4.877817
8504,3.108645
8505,3.685702
8506,5.533247
8507,4.180942
8508,3.333821
8509,4.961874
8510,5.22095
8511,-1.220868
8512,5.906505
8513,-1.614555
8514,4.740841
8515,6.260402
8516,4.608415
8517,4.084061
8518,2.004089
8519,1.648225
8520,4.490623
8521,4.428452
8522,4.30721
8523,0.334506
8524,6.538198
8525,5.232619
8526,4.370182
8527,6.524333
8528,5.495806
8529,2.189897
8530,2.189897
8531,3.865064
8532,3.865064
8533,4.882735
8534,2.548809
8535,4.124536
8536,6.279073
8537,0.307027
8538,5.522568
8539,4.051281
8540,2.247106
8541,3.478444
8542,2.653462
8543,5.75708
8544,0.753878
8545,4.132185
8546,1.748928
8547,4.909289
8548,3.809462
8549,4.670068
8550,-1.054692
8551,4.663471
8552,4.487022
8553,0.338918
8554,3.870498
8555,3.732141
8556,3.766363
8557,5.416683
8558,-5.873482
8559,4.77983
8560,3.480972
8561,-2.262889
8562,4.461981
8563,3.925289
8564,-0.203438
8565,1.857976
8566,7.068705
8567,0.029158
8568,1.429748
8569,3.068801
8570,4.42603
8571,1.329951
8572,3.783497
8573,5.030381
8574,2.950246
8575,0.200738
8576,0.200738
8577,2.078153
8578,-0.324083
8579,3.161835
8580,4.010073
8581,5.963062
8582,1.41504
8583,3.438168
8584,3.181737
8585,3.797653
8586,3.69002
8587,4.421013
8588,4.658144
8589,5.000137
8590,1.075106
8591,2.187629
8592,1.93197
8593,1.906144
8594,4.387746
8595,3.837369
8596,1.840773
8597,4.610322
8598,5.253692
8599,2.451233
8600,1.773385
8601,4.081484
8602,5.256494
8603,5.733551
8604,2.154488
8605,2.128419
8606,2.269993
8607,3.755019
8608,2.283499
8609,3.540698
8610,3.403754
8611,2.753864
8612,0.879132
8613,-0.286592
8614,3.497727
8615,5.145035
8616,3.715724
8617,2.595374
8618,-5.817204
8619,1.009177
8620,-1.465849
8621,6.618942
8622,1.699148
8623,4.593584
8624,1.011567
8625,4.858409
8626,2.126826
8627,4.831136
8628,4.048457
8629,-3.450445
8630,-2.457066
8631,2.549421
8632,-0.533352
8633,-2.208746
8634,-4.489302
8635,5.141884
8636,1.380014
8637,5.313871
8638,-0.448077
8639,4.048058
8640,5.073685
8641,1.730096
8642,4.179739
8643,2.072014
8644,3.4918725
8645,2.559683
8646,2.900694
8647,4.312051
8648,-0.344283
8649,4.320309
8650,4.246176
8651,3.31733
8652,2.583819
8653,4.393446
8654,3.683893
8655,4.078427
8656,4.815389
8657,2.417569
8658,3.575348
8659,2.378209
8660,3.853439
8661,4.124108
8662,4.832181
8663,2.884591
8664,4.450252
8665,5.325438
8666,-2.261465
8667,4.967872
8668,-2.210259
8669,3.53427
8670,5.521399
8671,4.775
8672,1.831032
8673,-0.515693
8674,5.461178
8675,2.429278
8676,3.980912
8677,4.583781
8678,1.293502
8679,5.999295
8680,4.19961
8681,4.8665
8682,4.223948
8683,3.235931
8684,1.961678
8685,2.611393
8686,3.60421
8687,1.474875
8688,3.111478
8689,5.046432
8690,3.808177
8691,-3.782958
8692,4.857578
8693,4.520484
8694,0.645721
8695,4.456826
8696,-0.115321
8697,4.450275
8698,1.353337
8699,4.765323
8700,-0.961524
8701,5.505607
8702,5.417316
8703,5.417316
8704,4.94318
8705,-2.198463
8706,5.128564
8707,4.130022
8708,0.812546
8709,3.563329
8710,1.374406
8711,2.865494
8712,4.441362
8713,-4.905997
8714,3.52343
8715,2.180614
8716,-2.323544
8717,3.231684
8718,2.726684
8719,2.484089
8720,0.040378
8721,6.551939
8722,0.347774
8723,1.856759
8724,1.617674
8725,3.35661
8726,1.46954
8727,1.788623
8728,2.404244
8729,2.943949
8730,2.059601
8731,-4.609333
8732,-2.528943
8733,-4.189435
8734,1.013928
8735,3.862418
8736,0.787716
8737,2.06626
8738,3.49496
8739,4.361504
8740,3.898562
8741,4.008646
8742,1.72379
8743,2.275863
8744,2.796102
8745,5.834885
8746,2.371704
8747,2.280425
8748,1.373631
8749,5.220153
8750,4.901559
8751,2.319278
8752,2.96039
8753,5.92844
8754,3.177036
8755,2.159123
8756,3.812803
8757,5.815934
8758,5.749913
8759,0.934278
8760,3.634128
8761,4.024371
8762,0.479135
8763,2.08149
8764,2.163077
8765,2.932227
8766,6.34714
8767,1.224074
8768,-1.215645
8769,3.487551
8770,5.915092
8771,2.568033
8772,4.146502
8773,-4.74024
8774,1.012252
8775,-2.556872
8776,6.684933
8777,2.956427
8778,3.68704
8779,-2.070705
8780,5.874216
8781,0.788842
8782,5.74243
8783,3.717879
8784,-2.110085
8785,-5.146287
8786,3.759905
8787,1.145318
8788,-3.514066
8789,2.90136
8790,3.117446
8791,4.374057
8792,-1.250514
8793,5.734164
8794,5.400886
8795,4.304458
8796,5.355581
8797,-3.38537
8798,2.601281
8799,4.318661
8800,-0.834693
8801,-0.218709
8802,5.258542
8803,4.843961
8804,4.742537
8805,3.29154
8806,3.995508
8807,3.137458
8808,4.163487
8809,5.929824
8810,2.573869
8811,1.771249
8812,2.483292
8813,3.448181
8814,5.675144
8815,4.772434
8816,4.647836
8817,5.565873
8818,5.645239
8819,-1.986549
8820,5.85871
8821,-1.439444
8822,5.075343
8823,5.845812
8824,4.814319
8825,-1.302777
8826,-0.457012
8827,1.355318
8828,0.530271
8829,4.461175
8830,5.922002
8831,5.320619
8832,6.460909
8833,2.244856
8834,4.337939
8835,2.128624
8836,3.708688
8837,0.607816
8838,4.74216
8839,5.006687
8840,3.617217
8841,2.232047
8842,2.123807
8843,5.841351
8844,-3.646337
8845,2.830136
8846,2.815903
8847,-0.410593
8848,4.276647
8849,-0.238497
8850,5.845187
8851,0.900172
8852,5.227357
8853,-1.124277
8854,3.692507
8855,1.961416
8856,3.026413
8857,-0.297303
8858,5.441456
8859,5.411351
8860,-1.077481
8861,6.096691
8862,-4.775146
8863,0.014682
8864,1.979
8865,-3.343785
8866,4.147768
8867,3.007698
8868,-1.407726
8869,3.692914
8870,4.424262
8871,1.291528
8872,0.009551
8873,7.025854
8874,1.242769
8875,-0.943347
8876,-2.742121
8877,1.2261705
8878,4.48655
8879,0.9856605
8880,0.521528
8881,2.774424
8882,3.158249
8883,-3.438618
8884,-2.498746
8885,-2.28019
8886,2.343804
8887,1.704139
8888,0.716767
8889,5.883311
8890,5.319269
8891,4.92411
8892,3.471441
8893,5.819413
8894,4.052202
8895,4.283323
8896,8.184129
8897,1.116205
8898,2.075366
8899,3.093357
8900,6.251823
8901,4.903019
8902,1.816987
8903,5.741223
8904,3.505321
8905,3.189414
8906,1.121993
8907,3.86973
8908,2.931365
8909,-4.643559
8910,2.433273
8911,0.256741
8912,2.318206
8913,6.085554
8914,6.161083
8915,4.987451
8916,-2.465244
8917,1.103775
8918,2.314181
8919,-1.092466
8920,0.553824
8921,6.031267
8922,7.109258
8923,2.719915
8924,4.029293
8925,2.774629
8926,4.193422
8927,1.418212
8928,6.526533
8929,3.208556
8930,5.857324
8931,4.524149
8932,6.483743
8933,1.233821
8934,5.280633
8935,6.097282
8936,1.876323
8937,-1.635963
8938,5.077049
8939,6.639605
8940,1.393891
8941,4.1499
8942,4.595584
8943,6.582931
8944,4.350842
8945,3.571559
8946,0.766124
8947,6.967247
8948,6.155493
8949,0.927561
8950,5.618977
8951,2.156263
8952,3.577187
8953,6.694711
8954,3.535836
8955,4.286817
8956,3.212543
8957,4.691091
8958,-3.20408
8959,5.930289
8960,-1.851773
8961,5.614511
8962,4.839411
8963,4.871048
8964,2.521693
8965,1.845849
8966,4.639873
8967,5.466386
8968,3.683745
8969,1.71895
8970,2.056434
8971,3.240168
8972,0.722808
8973,4.741114
8974,5.122409
8975,6.165063
8976,0.541094
8977,5.408482
8978,4.485798
8979,3.298604
8980,4.009837
8981,5.61244
8982,2.29075
8983,5.250293
8984,3.504545
8985,5.520991
8986,5.015157
8987,1.587539
8988,4.783963
8989,0.476534
8990,0.117001
8991,2.879904
8992,0.946359
8993,2.84645
8994,4.209495
8995,1.675986
8996,3.268794
8997,3.912985
8998,4.6555
8999,-0.227032
9000,3.271634
9001,4.096068
9002,3.327667
9003,1.025121
9004,-3.826335
9005,2.385561
9006,-3.018823
9007,5.731613
9008,2.442743
9009,4.051513
9010,4.538234
9011,3.939044
9012,-1.162554
9013,5.92324
9014,4.813278
9015,-3.3422105
9016,-0.360637
9017,-2.20161
9018,3.672937
9019,1.454082
9020,-3.025975
9021,-1.0986755
9022,4.193476
9023,0.978366
9024,3.344731
9025,-0.331739
9026,4.918014
9027,4.997634
9028,2.485436
9029,4.424701
9030,1.588376
9031,3.325369
9032,2.998334
9033,1.526706
9034,-2.448908
9035,1.823187
9036,2.984527
9037,4.908884
9038,4.492864
9039,3.715991
9040,4.917706
9041,5.889994
9042,3.18538
9043,4.200999
9044,4.054381
9045,2.334732
9046,3.007252
9047,2.775033
9048,5.199248
9049,5.498657
9050,3.683526
9051,3.587608
9052,5.93598
9053,-2.28913
9054,4.942429
9055,-0.943573
9056,4.594897
9057,4.067444
9058,4.986361
9059,-1.421055
9060,3.268218
9061,4.756716
9062,2.483358
9063,4.483074
9064,3.583922
9065,-0.704672
9066,5.715813
9067,4.688632
9068,3.390941
9069,5.217513
9070,3.909821
9071,1.144362
9072,5.499871
9073,3.462646
9074,1.600105
9075,5.062029
9076,5.951707
9077,-1.09179
9078,3.909883
9079,4.752739
9080,-0.300505
9081,0.777566
9082,0.741087
9083,6.011371
9084,2.4102
9085,3.705436
9086,0.240823
9087,6.616764
9088,2.484279
9089,3.174144
9090,-0.661048
9091,4.709865
9092,6.004975
9093,-1.369064
9094,3.212084
9095,3.703597
9096,1.942993
9097,2.651893
9098,-2.596859
9099,3.292985
9100,1.717225
9101,-1.698662
9102,3.783002
9103,2.46906
9104,2.752565
9105,-0.645296
9106,6.4817
9107,-0.333839
9108,-0.784841
9109,1.027195
9110,2.243456
9111,2.799726
9112,3.920517
9113,2.57871
9114,5.797744
9115,3.206101
9116,0.129139
9117,-0.802407
9118,1.416819
9119,1.162482
9120,5.081493
9121,1.442017
9122,4.016885
9123,4.077172
9124,4.573395
9125,5.721407
9126,5.300851
9127,6.715765
9128,4.219601
9129,3.34438
9130,-1.490294
9131,6.137013
9132,2.287743
9133,2.038633
9134,3.437486
9135,3.330038
9136,-1.024972
9137,2.319479
9138,4.837106
9139,5.418782
9140,1.949269
9141,0.846007
9142,5.052023
9143,3.715235
9144,3.715235
9145,2.169321
9146,2.792738
9147,2.678372
9148,3.478451
9149,2.064826
9150,2.383763
9151,2.077079
9152,4.523427
9153,2.654946
9154,1.032489
9155,2.455272
9156,3.845424
9157,3.485241
9158,2.942228
9159,-4.393866
9160,0.217571
9161,-4.198541
9162,6.469152
9163,3.141865
9164,1.784589
9165,3.763145
9166,4.165621
9167,0.485038
9168,5.108239
9169,5.357669
9170,-0.400327
9171,3.484357
9172,-2.790219
9173,-2.886485
9174,4.663514
9175,3.131157
9176,5.359236
9177,-2.416449
9178,5.012448
9179,5.003377
9180,3.623789
9181,3.028609
9182,-0.039423
9183,2.894725
9184,1.591899
9185,3.803943
9186,-3.204612
9187,0.640605
9188,4.761903
9189,3.711332
9190,3.397096
9191,3.115018
9192,4.314955
9193,5.426303
9194,5.040519
9195,5.275649
9196,2.665889
9197,1.131988
9198,2.859751
9199,5.082103
9200,3.949968
9201,4.179043
9202,2.731368
9203,4.189548
9204,5.343856
9205,-1.829305
9206,3.835003
9207,-1.21914
9208,3.755034
9209,5.42699
9210,5.337645
9211,-1.710931
9212,-0.144354
9213,2.532813
9214,4.059915
9215,4.012888
9216,3.706512
9217,-1.140358
9218,4.902364
9219,4.274794
9220,3.348067
9221,4.822459
9222,5.289834
9223,1.60412
9224,2.737035
9225,2.200632
9226,1.586515
9227,5.315713
9228,4.920569
9229,3.865632
9230,-0.679162
9231,4.948293
9232,5.245172
9233,2.084695
9234,4.307275
9235,-2.311483
9236,4.834264
9237,0.749123
9238,5.210245
9239,-0.890263
9240,4.900496
9241,5.394609
9242,2.262763
9243,-1.050158
9244,4.569999
9245,5.076058
9246,-0.37537
9247,5.469694
9248,0.872984
9249,3.799488
9250,5.663156
9251,-4.179829
9252,1.611007
9253,2.512086
9254,-3.289376
9255,0.076885
9256,3.159328
9257,0.468551
9258,0.473863
9259,5.115555
9260,-1.628119
9261,-2.141508
9262,1.886773
9263,4.400354
9264,2.2046225
9265,4.730787
9266,4.886853
9267,-0.880929
9268,-4.684577
9269,-3.938495
9270,-4.244875
9271,3.057292
9272,4.600449
9273,2.356597
9274,2.410564
9275,3.124212
9276,3.861858
9277,5.406275
9278,4.158162
9279,1.208339
9280,3.201359
9281,3.411608
9282,4.734308
9283,6.215053
9284,2.072297
9285,3.928564
9286,5.710575
9287,3.691
9288,1.517501
9289,1.517501
9290,3.159408
9291,4.717165
9292,3.155508
9293,2.04713
9294,1.365237
9295,6.124323
9296,2.396853
9297,1.443375
9298,3.361665
9299,4.120557
9300,-0.057735
9301,4.477687
9302,2.304398
9303,0.883501
9304,5.649248
9305,3.321442
9306,0.322628
9307,3.650043
9308,5.708554
9309,2.256532
9310,2.095761
9311,-4.547989
9312,1.193851
9313,-2.306297
9314,6.583082
9315,4.183768
9316,2.734257
9317,3.205733
9318,5.755891
9319,1.430601
9320,5.003357
9321,3.6064
9322,-3.59597
9323,-1.844703
9324,-3.441368
9325,-0.241664
9326,1.14292
9327,-2.982854
9328,-3.1261885
9329,3.647654
9330,3.647654
9331,4.156422
9332,3.462552
9333,-0.747989
9334,5.150702
9335,5.174963
9336,3.832673
9337,5.837581
9338,1.417575
9339,1.417575
9340,3.295612
9341,3.179031
9342,-1.836697
9343,0.827053
9344,4.266488
9345,5.757806
9346,4.26021
9347,2.787509
9348,3.462278
9349,2.04343
9350,3.689815
9351,5.75903
9352,5.75903
9353,5.75903
9354,4.806696
9355,2.872415
9356,2.395443
9357,4.198903
9358,4.35409
9359,4.944631
9360,3.893689
9361,4.68767
9362,4.25754
9363,-3.063024
9364,5.313796
9365,-1.547849
9366,4.857737
9367,5.75903
9368,5.75903
9369,5.75903
9370,4.821857
9371,1.832025
9372,0.006694
9373,3.973761
9374,3.819108
9375,3.826661
9376,5.570212
9377,3.208511
9378,6.420637
9379,4.613665
9380,4.624416
9381,4.916815
9382,4.016787
9383,1.197821
9384,3.821386
9385,5.75903
9386,5.75903
9387,5.75903
9388,3.456445
9389,1.044905
9390,5.518968
9391,-2.385117
9392,2.638785
9393,3.979932
9394,-0.428172
9395,4.692716
9396,-0.449844
9397,5.090924
9398,1.778237
9399,4.693674
9400,-0.652513
9401,5.196398
9402,2.712189
9403,5.150044
9404,-2.907719
9405,5.155763
9406,3.907086
9407,-0.892122
9408,4.717477
9409,3.435241
9410,1.737493
9411,3.459134
9412,3.459134
9413,-4.450442
9414,4.170469
9415,2.886734
9416,-3.413528
9417,3.849105
9418,4.981896
9419,2.496882
9420,0.16981
9421,5.93459
9422,0.525991
9423,1.497856
9424,0.140811
9425,2.213482
9426,2.107763
9427,2.704939
9428,3.840584
9429,3.940178
9430,2.620052
9431,-3.472419
9432,-1.376844
9433,-3.189994
9434,2.585713
9435,2.352893
9436,1.842497
9437,5.441288
9438,4.857624
9439,4.053791
9440,3.006441
9441,4.234247
9442,2.834921
9443,4.017238
9444,6.134066
9445,0.57183
9446,3.704124
9447,1.948267
9448,3.164352
9449,5.066445
9450,3.650252
9451,3.921421
9452,4.120723
9453,4.097748
9454,3.059351
9455,3.665738
9456,5.041868
9457,5.056304
9458,5.090583
9459,3.770181
9460,2.488679
9461,3.476831
9462,3.123744
9463,4.370829
9464,2.066358
9465,1.91845
9466,5.105237
9467,5.085547
9468,2.23067
9469,3.72922
9470,4.986774
9471,5.052807
9472,3.972274
9473,-1.092776
9474,3.330632
9475,-0.68716
9476,6.196339
9477,3.668848
9478,4.589403
9479,4.085807
9480,4.920444
9481,3.49729
9482,4.238939
9483,3.244245
9484,-1.3788625
9485,1.264384
9486,-3.334049
9487,2.112578
9488,1.108853
9489,0.382405
9490,0.594746
9491,4.377705
9492,5.054964
9493,3.863944
9494,2.124419
9495,4.856354
9496,5.362195
9497,3.124895
9498,3.840314
9499,1.117171
9500,3.533637
9501,3.533637
9502,1.673046
9503,3.258705
9504,2.463992
9505,2.625488
9506,4.661574
9507,4.885655
9508,4.630246
9509,2.447083
9510,4.442185
9511,4.657573
9512,4.999093
9513,4.980765
9514,3.727043
9515,5.195119
9516,2.680491
9517,3.582819
9518,4.156624
9519,5.306602
9520,3.51948
9521,4.579576
9522,4.565877
9523,2.698668
9524,5.050419
9525,0.22227
9526,3.77687
9527,5.019217
9528,6.293068
9529,3.810587
9530,2.456378
9531,4.470223
9532,3.757673
9533,4.691957
9534,5.062495
9535,-0.54256
9536,5.688916
9537,4.026396
9538,5.025052
9539,5.011221
9540,4.256574
9541,1.843318
9542,3.81418
9543,4.897405
9544,2.26351
9545,3.623674
9546,5.55688
9547,5.107144
9548,-0.517967
9549,4.319829
9550,4.231723
9551,1.099349
9552,4.118088
9553,5.121832
9554,5.121832
9555,5.121832
9556,4.976528
9557,2.359636
9558,4.737759
9559,1.489726
9560,6.101138
9561,4.51794
9562,3.470127
9563,-1.816155
9564,4.585935
9565,5.067325
9566,1.93127
9567,4.85408
9568,2.458159
9569,3.723514
9570,4.914441
9571,-3.160379
9572,3.820965
9573,4.507071
9574,-1.267863
9575,5.121832
9576,5.121832
9577,5.121832
9578,4.593579
9579,2.965908
9580,2.854466
9581,5.361643
9582,2.206634
9583,1.464502
9584,2.270085
9585,1.991935
9586,3.744535
9587,3.7069175
9588,4.428653
9589,4.310061
9590,2.818309
9591,0.225395
9592,3.727106
9593,0.48118
9594,1.959805
9595,3.59139
9596,5.121832
9597,5.121832
9598,5.121832
9599,3.754881
9600,3.370796
9601,4.028737
9602,4.734328
9603,4.175611
9604,5.303275
9605,3.512394
9606,6.071058
9607,3.601606
9608,1.345569
9609,0.47483
9610,4.783765
9611,5.754987
9612,4.913628
9613,5.257822
9614,5.42951
9615,6.984572
9616,7.157674
9617,5.600284
9618,4.956424
9619,6.666675
9620,5.513829
9621,3.003751
9622,1.019442
9623,3.238701
9624,4.30847
9625,3.759178
9626,3.076306
9627,-3.939726
9628,6.243332
9629,2.525031
9630,0.060076
9631,3.516017
9632,6.879062
9633,5.194461
9634,3.031195
9635,-2.169605
9636,2.113408
9637,-0.785552
9638,7.890219
9639,2.828798
9640,7.366211
9641,4.595935
9642,7.336236
9643,4.273895
9644,6.954213
9645,6.383827
9646,-2.1255295
9647,1.912427
9648,2.360787
9649,1.636532
9650,-3.797957
9651,-0.1948615
9652,5.252759
9653,4.566169
9654,2.713746
9655,0.5819
9656,6.949845
9657,7.390879
9658,0.174693
9659,6.556402
9660,3.553889
9661,5.206869
9662,2.591531
9663,0.997395
9664,0.871584
9665,2.062736
9666,5.030685
9667,6.213034
9668,3.576621
9669,3.957597
9670,6.947449
9671,4.746653
9672,7.444829
9673,1.609427
9674,5.741569
9675,4.926031
9676,3.896956
9677,2.578243
9678,3.069254
9679,6.815307
9680,4.894512
9681,5.511388
9682,6.986422
9683,1.263055
9684,6.751842
9685,-1.18369
9686,3.600457
9687,7.796765
9688,6.800217
9689,3.922105
9690,0.854728
9691,6.3167
9692,2.751629
9693,7.103599
9694,7.223053
9695,5.961071
9696,7.430497
9697,6.567039
9698,7.039806
9699,7.184356
9700,4.622195
9701,2.593676
9702,6.923732
9703,5.185704
9704,0.7036
9705,4.79309
9706,6.657471
9707,6.308495
9708,1.724076
9709,6.371637
9710,6.616205
9711,0.396737
9712,6.383055
9713,2.567959
9714,5.879467
9715,2.416444
9716,8.021086
9717,1.675985
9718,7.798981
9719,5.629136
9720,5.89924
9721,-2.048179
9722,4.968188
9723,5.705502
9724,1.680632
9725,0.665557
9726,3.276331
9727,2.119973
9728,3.167293
9729,-4.222486
9730,4.980162
9731,5.684822
9732,-1.626215
9733,5.538938
9734,5.270659
9735,3.93453
9736,1.353909
9737,7.599463
9738,2.689455
9739,1.069834
9740,0.129244
9741,3.435164
9742,5.235866
9743,5.608867
9744,1.786683
9745,4.920143
9746,3.172131
9747,1.522774
9748,0.791549
9749,0.447274
9750,3.939763
9751,3.866827
9752,3.262705
9753,6.351329
9754,4.281464
9755,3.747567
9756,6.171111
9757,7.223133
9758,6.022499
9759,5.27068
9760,2.576445
9761,1.316219
9762,5.891871
9763,1.701617
9764,2.246845
9765,3.8157
9766,3.1617
9767,0.895327
9768,2.588701
9769,4.532568
9770,4.164091
9771,2.200725
9772,0.058555
9773,5.106176
9774,3.15357
9775,2.47047
9776,2.468984
9777,2.921923
9778,0.735154
9779,3.107999
9780,1.155382
9781,2.366278
9782,4.949115
9783,1.671755
9784,-0.436748
9785,3.018842
9786,3.695152
9787,2.368506
9788,0.764195
9789,-3.440996
9790,0.394799
9791,-3.601037
9792,5.886642
9793,1.542994
9794,2.366222
9795,3.196324
9796,4.2001
9797,1.257351
9798,4.700488
9799,4.112431
9800,-3.002679
9801,-3.984282
9802,0.323956
9803,1.023924
9804,-3.709953
9805,-5.679714
9806,3.199602
9807,1.344078
9808,2.505857
9809,-0.808059
9810,4.440754
9811,4.521592
9812,2.147587
9813,4.982905
9814,0.501356
9815,3.2450795
9816,1.921951
9817,2.768835
9818,-2.716573
9819,-1.005334
9820,4.021687
9821,4.451055
9822,2.935696
9823,2.052246
9824,4.567241
9825,2.593389
9826,2.593389
9827,3.787742
9828,4.761425
9829,3.747256
9830,1.869197
9831,2.299008
9832,2.529834
9833,4.494719
9834,4.462593
9835,3.827085
9836,2.719532
9837,4.795947
9838,-4.007945
9839,4.764196
9840,-0.446765
9841,3.661441
9842,4.79493
9843,4.87676
9844,-1.755646
9845,-0.537449
9846,2.94888
9847,2.69122
9848,3.977476
9849,3.553317
9850,1.769284
9851,5.050208
9852,3.06736
9853,2.865326
9854,4.600242
9855,1.723243
9856,1.723243
9857,1.407861
9858,3.665219
9859,3.830536
9860,1.810257
9861,2.258131
9862,4.634155
9863,-4.903769
9864,2.084337
9865,3.365637
9866,-0.4478
9867,3.564971
9868,1.175135
9869,4.511933
9870,0.747437
9871,3.201888
9872,-2.641046
9873,5.21509
9874,1.382548
9875,2.368931
9876,-2.176237
9877,3.67376
9878,3.978724
9879,-1.634561
9880,3.551206
9881,2.308401
9882,1.458824
9883,3.585021
9884,-3.424042
9885,3.386771
9886,2.201334
9887,-4.110825
9888,2.255579
9889,3.407223
9890,1.627364
9891,0.197621
9892,5.207185
9893,-0.43784
9894,-0.658397
9895,-2.521895
9896,1.0853345
9897,1.691449
9898,3.750972
9899,0.831357
9900,3.697762
9901,1.551596
9902,-5.925796
9903,-4.409133
9904,-5.176371
9905,1.797728
9906,1.091308
9907,1.549624
9908,4.306913
9909,3.847391
9910,3.794607
9911,2.154266
9912,3.348867
9913,0.964615
9914,3.18235
9915,3.527473
9916,1.426103
9917,7.192703
9918,2.504531
9919,3.02671
9920,4.454876
9921,3.991162
9922,2.903014
9923,3.486135
9924,5.553618
9925,2.57769
9926,2.195624
9927,2.58064
9928,5.787951
9929,4.65042
9930,0.73458
9931,2.217085
9932,2.990682
9933,1.056126
9934,2.310548
9935,1.587948
9936,2.557944
9937,6.217494
9938,1.385476
9939,0.766477
9940,2.664985
9941,5.306849
9942,2.838504
9943,2.356791
9944,-2.11191
9945,0.368586
9946,-2.512065
9947,6.037082
9948,4.487429
9949,4.374327
9950,4.181378
9951,5.992867
9952,0.296788
9953,6.162683
9954,5.255263
9955,-1.022033
9956,5.097733
9957,-0.316952
9958,-2.993264
9959,-4.081658
9960,4.891296
9961,0.68712
9962,4.064915
9963,-0.054992
9964,6.34705
9965,6.532895
9966,1.814515
9967,3.452068
9968,1.178124
9969,3.55972
9970,3.338177
9971,-1.991506
9972,1.734773
9973,3.986284
9974,5.915793
9975,3.205385
9976,3.98056
9977,4.312003
9978,3.026591
9979,4.885794
9980,4.531633
9981,3.670295
9982,2.861433
9983,1.748677
9984,4.053638
9985,4.857483
9986,5.548624
9987,3.351349
9988,4.416491
9989,6.156381
9990,-2.189855
9991,5.913213
9992,1.572664
9993,4.62206
9994,6.417668
9995,4.205275
9996,-0.68212
9997,0.778562
9998,2.905935
9999,4.192266
10000,4.062705
10001,4.307584
10002,0.866401
10003,5.968921
10004,4.943388
10005,4.5745
10006,3.164597
10007,4.836584
10008,2.466761
10009,2.671867
10010,3.967405
10011,1.166892
10012,2.374048
10013,4.721065
10014,5.888693
10015,0.32078
10016,3.913953
10017,5.008573
10018,-0.02903
10019,5.224424
10020,1.698248
10021,6.300609
10022,0.881701
10023,6.077365
10024,-0.362384
10025,6.640724
10026,3.01333
10027,3.278181
10028,-2.336188
10029,4.396416
10030,4.69987
10031,-0.626604
10032,3.223194
10033,1.613256
10034,1.806505
10035,2.744738
10036,2.744738
10037,-2.979255
10038,4.163169
10039,2.464087
10040,-2.387801
10041,2.328915
10042,5.01689
10043,1.543459
10044,2.481387
10045,6.264539
10046,1.042934
10047,-1.025008
10048,-0.527572
10049,2.712566
10050,4.536083
10051,1.8495735
10052,0.34691
10053,3.026081
10054,2.283771
10055,-2.944608
10056,-2.348811
10057,-3.699517
10058,2.422901
10059,1.921185
10060,4.236454
10061,2.523517
10062,2.749633
10063,3.901992
10064,3.901992
10065,4.76591
10066,3.898663
10067,2.848641
10068,4.597866
10069,5.695136
10070,2.818957
10071,7.234266
10072,2.906479
10073,4.504528
10074,5.795867
10075,5.503798
10076,4.433166
10077,4.043309
10078,4.043309
10079,5.206336
10080,6.239028
10081,3.646866
10082,2.750933
10083,5.875397
10084,4.797073
10085,4.284243
10086,4.169326
10087,4.924816
10088,3.273937
10089,6.04193
10090,3.976002
10091,3.858417
10092,6.506554
10093,3.473041
10094,1.329367
10095,4.460775
10096,6.246421
10097,5.265562
10098,2.804997
10099,-3.651476
10100,1.920635
10101,-3.273861
10102,7.05514
10103,3.901992
